AGENCY_NAME,Offense.Description,Offense.Level,TOTAL,WHITE_ARRESTS_COUNT,BLACK_ARRESTS_COUNT,HISPANIC_ARRESTS_COUNT,ASIAN_ARRESTS_COUNT,MULTIRACIAL_ARRESTS_COUNT,NATIVEAM_ARRESTS_COUNT,PACISL_ARRESTS_COUNT,Hispanic,White,Black,Native American,Asian,Pacific Islander,Multiracial,Total,WHITE_ARRESTS_PROP,WHITE_ARRESTS_PROP_POP,WHITE_ARREST_PERCENT_DIFF,BLACK_ARRESTS_PROP,BLACK_ARRESTS_PROP_POP,BLACK_ARREST_PERCENT_DIFF,HISPANIC_ARRESTS_PROP,HISPANIC_ARRESTS_PROP_POP,HISPANIC_ARREST_PERCENT_DIFF,ASIAN_ARRESTS_PROP,ASIAN_ARRESTS_PROP_POP,ASIAN_ARREST_PERCENT_DIFF,MULTIRACIAL_ARRESTS_PROP,MULTIRACIAL_ARRESTS_PROP_POP,MULTIRACIAL_ARREST_PERCENT_DIFF,NATIVE_ARRESTS_PROP,NATIVE_ARRESTS_PROP_POP,NATIVE_ARREST_PERCENT_DIFF,PACISL_ARRESTS_PROP,PACISL_ARRESTS_PROP_POP,PACISL_ARREST_PERCENT_DIFF
"CHP-HQ A/C, STAFF",UNSAFE LANE CHANGE/ETC,I,61,8,11,36,5,0,1,0,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,13.114754098360656,32.651129578279566,-59.833689468786545,18.0327868852459,5.000594466623798,260.612863242656,59.01639344262295,33.37643409687329,76.82054730991055,8.19672131147541,23.936918352633004,-65.75699014082241,0,4.0538050073025165,-100,1.639344262295082,0.6452144751838521,154.0774153939983,0,0.3359040231039713,-100
"CHP-HQ A/C, STAFF",DUI ALCOHOL,M,12272,3230,1316,6664,803,124,44,91,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,26.32007822685789,32.651129578279566,-19.389991810982444,10.723598435462842,5.000594466623798,114.44647245516369,54.30247718383312,33.37643409687329,62.69706052546873,6.543350717079531,23.936918352633004,-72.66418917972464,1.0104302477183833,4.0538050073025165,-75.07452267935444,0.35853976531942633,0.6452144751838521,-44.430917298118366,0.7415254237288136,0.3359040231039713,120.75514811541615
"CHP-HQ A/C, STAFF",DUI ALCOHOL AND DRUG,M,10922,3478,1172,5280,695,146,71,80,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,31.843984618201794,32.651129578279566,-2.4720276771518073,10.7306354147592,5.000594466623798,114.58719531008276,48.342794360007325,33.37643409687329,44.84110021967891,6.363303424281268,23.936918352633004,-73.41636324885856,1.3367515107123238,4.0538050073025165,-67.02477035021907,0.650064090825856,0.6452144751838521,0.7516284628645442,0.7324665812122322,0.3359040231039713,118.05829368870467
"CHP-HQ A/C, STAFF",DUI ALCOHOL/DRUGS,M,8556,2592,922,4264,549,109,57,63,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,30.294530154277698,32.651129578279566,-7.217512699988005,10.77606358111267,5.000594466623798,115.49565062787903,49.83637213651239,33.37643409687329,49.31604734006341,6.416549789621319,23.936918352633004,-73.19391871963539,1.2739597942964003,4.0538050073025165,-68.57372784331038,0.6661991584852734,0.6452144751838521,3.2523577986129046,0.7363253856942497,0.3359040231039713,119.20707554798686
"CHP-HQ A/C, STAFF",DUI ANY DRUG,M,1353,582,136,511,86,18,11,9,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,43.01552106430155,32.651129578279566,31.74282672571508,10.051736881005175,5.000594466623798,101.01083877316903,37.76792313377679,33.37643409687329,13.157454221015469,6.356245380635625,23.936918352633004,-73.44584926515216,1.3303769401330376,4.0538050073025165,-67.1820194178926,0.8130081300813009,0.6452144751838521,26.00587267507234,0.6651884700665188,0.3359040231039713,98.02932513869449
"CHP-HQ A/C, STAFF",DUI ALCOHOL/0.08 PERCENT,M,1034,344,87,529,50,8,9,7,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,33.26885880077369,32.651129578279566,1.8919076628364413,8.413926499032883,5.000594466623798,68.25852516518162,51.160541586073506,33.37643409687329,53.28342577754954,4.835589941972921,23.936918352633004,-79.79861120493392,0.7736943907156674,4.0538050073025165,-80.9143659026042,0.8704061895551257,0.6452144751838521,34.901838540913985,0.6769825918762089,0.3359040231039713,101.54048338583446
"CHP-HQ A/C, STAFF",DUI:ALCOHOL/DRUGS,M,930,339,67,445,63,7,7,2,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,36.45161290322581,32.651129578279566,11.639668746634815,7.204301075268817,5.000594466623798,44.068892675731696,47.8494623655914,33.37643409687329,43.36301543391643,6.774193548387098,23.936918352633004,-71.69980927122161,0.7526881720430108,4.0538050073025165,-81.43255112944209,0.7526881720430108,0.6452144751838521,16.657049863695992,0.21505376344086022,0.3359040231039713,-35.97761603042923
"CHP-HQ A/C, STAFF",DUI ALCOHOL/DRUG,M,714,299,91,254,50,10,3,7,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,41.87675070028011,32.651129578279566,28.255136165756685,12.745098039215685,5.000594466623798,154.87165824547793,35.57422969187675,33.37643409687329,6.584872394170331,7.002801120448179,23.936918352633004,-70.74476748725725,1.400560224089636,4.0538050073025165,-65.45072539091866,0.42016806722689076,0.6452144751838521,-34.879317903218926,0.9803921568627451,0.3359040231039713,191.86675044951377
"CHP-HQ A/C, STAFF",UNDER INFLUENCE CNTL SUB,M,504,296,56,129,12,6,1,4,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,58.730158730158735,32.651129578279566,79.8717517241047,11.11111111111111,5.000594466623798,122.1958046242628,25.595238095238095,33.37643409687329,-23.31344318884005,2.380952380952381,23.936918352633004,-90.05322094566746,1.1904761904761905,4.0538050073025165,-70.63311658228086,0.1984126984126984,0.6452144751838521,-69.24856678763116,0.7936507936507936,0.3359040231039713,136.27308369722542
"CHP-HQ A/C, STAFF",DUI DRUG,M,254,130,28,76,11,6,2,1,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,51.181102362204726,32.651129578279566,56.75139887427297,11.023622047244094,5.000594466623798,120.44623135950485,29.92125984251969,33.37643409687329,-10.352137212516906,4.330708661417323,23.936918352633004,-81.90782707440303,2.3622047244094486,4.0538050073025165,-41.72870376956519,0.7874015748031495,0.6452144751838521,22.03718377192043,0.39370078740157477,0.3359040231039713,17.206332857678753
"CHP-HQ A/C, STAFF",OBSTRUCT/ETC PUB OFCR/ETC,M,197,57,40,82,10,3,5,0,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,28.934010152284262,32.651129578279566,-11.38435170239266,20.304568527918782,5.000594466623798,306.04309474484575,41.62436548223351,33.37643409687329,24.71184117938137,5.0761421319796955,23.936918352633004,-78.79366902121996,1.5228426395939088,4.0538050073025165,-62.43424050119177,2.5380710659898478,0.6452144751838521,293.3685872851243,0,0.3359040231039713,-100
"CHP-HQ A/C, STAFF",DISORD CONDUCT:UI/DRUG,M,113,55,10,36,5,3,3,1,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,48.67256637168141,32.651129578279566,49.06855291174903,8.849557522123893,5.000594466623798,76.97010987773145,31.858407079646017,33.37643409687329,-4.548200124738553,4.424778761061947,23.936918352633004,-81.5148353857537,2.6548672566371683,4.0538050073025165,-34.50925113924583,2.6548672566371683,0.6452144751838521,311.47050457612113,0.8849557522123894,0.3359040231039713,163.4549428836319
"CHP-HQ A/C, STAFF",DISORDRLY CONDUCT:TOLUENE,M,81,41,5,31,3,0,1,0,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,50.617283950617285,32.651129578279566,55.024602837291425,6.172839506172839,5.000594466623798,23.442113680146008,38.2716049382716,33.37643409687329,14.666548341234847,3.7037037037037033,23.936918352633004,-84.5272325821494,0,4.0538050073025165,-100,1.2345679012345678,0.6452144751838521,91.3422510991839,0,0.3359040231039713,-100
"CHP-HQ A/C, STAFF",EVADING PEACE OFFICER,M,74,24,9,26,8,3,4,0,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,32.432432432432435,32.651129578279566,-0.6697996322694266,12.162162162162163,5.000594466623798,143.21432668331474,35.13513513513514,33.37643409687329,5.269289802371676,10.81081081081081,23.936918352633004,-54.836246456003614,4.054054054054054,4.0538050073025165,0.006143530611099588,5.405405405405405,0.6452144751838521,737.7687750829132,0,0.3359040231039713,-100
"CHP-HQ A/C, STAFF",RECKLESS DRIVING:HIGHWAY,M,74,19,13,32,7,2,0,1,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,25.675675675675674,32.651129578279566,-21.36359137554664,17.56756756756757,5.000594466623798,251.30958298701015,43.24324324324324,33.37643409687329,29.562202833688207,9.45945945945946,23.936918352633004,-60.481715649003156,2.7027027027027026,4.0538050073025165,-33.32923764625927,0,0.6452144751838521,-100,1.3513513513513513,0.3359040231039713,302.3028181871676
"CHP-HQ A/C, STAFF",DUI ALCOHOL:CAUSE BOD INJ,M,71,25,7,36,2,1,0,0,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,35.2112676056338,32.651129578279566,7.840886549472731,9.859154929577464,5.000594466623798,97.15965762434587,50.70422535211267,33.37643409687329,51.91624487189497,2.8169014084507045,23.936918352633004,-88.23197971036714,1.4084507042253522,4.0538050073025165,-65.25608159030412,0,0.6452144751838521,-100,0,0.3359040231039713,-100
"CHP-HQ A/C, STAFF",TAKE VEH W/O OWNER CONSNT,M,69,24,12,30,0,2,0,1,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,34.78260869565217,32.651129578279566,6.528040974087847,17.391304347826086,5.000594466623798,247.78473767275915,43.47826086956522,33.37643409687329,30.26634524039304,0,23.936918352633004,-100,2.898550724637681,4.0538050073025165,-28.498022982944725,0,0.6452144751838521,-100,1.4492753623188406,0.3359040231039713,331.4551963166725
"CHP-HQ A/C, STAFF",DISORD CONDUCT:ALCOHOL,M,68,31,5,25,2,2,3,0,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,45.588235294117645,32.651129578279566,39.622230173758524,7.352941176470589,5.000594466623798,47.04134129546805,36.76470588235294,33.37643409687329,10.151688990038233,2.941176470588235,23.936918352633004,-87.71280234464804,2.941176470588235,4.0538050073025165,-27.446523320929213,4.411764705882353,0.6452144751838521,583.7671620162014,0,0.3359040231039713,-100
"CHP-HQ A/C, STAFF",ILLEGAL SPEED CONTEST,M,57,4,2,47,3,0,0,1,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,7.017543859649122,32.651129578279566,-78.5075005052279,3.508771929824561,5.000594466623798,-29.832903802864376,82.45614035087719,33.37643409687329,147.04898106116644,5.263157894736842,23.936918352633004,-78.0123831430544,0,4.0538050073025165,-100,0,0.6452144751838521,-100,1.7543859649122806,0.3359040231039713,422.2878692254457
"CHP-HQ A/C, STAFF",TRESPASS:OCC PROP W/O CON,M,51,26,8,13,4,0,0,0,15105860,14777594,2263222,292018,10833624,152027,1834714,45259059,50.98039215686274,32.651129578279566,56.13668750613856,15.686274509803921,5.000594466623798,213.68819476366517,25.49019607843137,33.37643409687329,-23.628162300240167,7.8431372549019605,23.936918352633004,-67.2341395857281,0,4.0538050073025165,-100,0,0.6452144751838521,-100,0,0.3359040231039713,-100
LAPD,DUI ALCOHOL,M,1609,221,203,1119,56,6,2,2,1958332,1128234,335334,5857,483887,8000,89323,4008967,13.735239279055314,28.14276096560536,-51.19441445051599,12.616532007458048,8.364598660951811,50.8324848430015,69.54630205096333,48.84879321780399,42.37056326217635,3.480422622747048,12.070116815628564,-71.16496322354936,0.3729024238657551,2.2280802012089396,-83.26350982951955,0.1243008079552517,0.1460974859608473,-14.919269734344978,0.1243008079552517,0.19955265284049484,-37.71027035425731
LAPD,THRTN CRIME:INT:TERRORIZE,M,785,131,268,335,47,2,0,2,1958332,1128234,335334,5857,483887,8000,89323,4008967,16.687898089171973,28.14276096560536,-40.702697544256345,34.14012738853503,8.364598660951811,308.15021464102387,42.675159235668794,48.84879321780399,-12.638252811299914,5.987261146496816,12.070116815628564,-50.39599667548848,0.25477707006369427,2.2280802012089396,-88.56517508097535,0,0.1460974859608473,-100,0.25477707006369427,0.19955265284049484,27.674108280254767
LAPD,SHOPLIFTING,M,744,195,237,271,35,3,1,2,1958332,1128234,335334,5857,483887,8000,89323,4008967,26.209677419354836,28.14276096560536,-6.868848257685299,31.85483870967742,8.364598660951811,280.82925434766344,36.424731182795696,48.84879321780399,-25.433713335788354,4.704301075268817,12.070116815628564,-61.02522330871215,0.4032258064516129,2.2280802012089396,-81.90254523904366,0.13440860215053765,0.1460974859608473,-8.00074260924801,0.2688172043010753,0.19955265284049484,34.70991263440861
LAPD,BATTERY ON PERSON,M,616,118,196,264,29,6,1,2,1958332,1128234,335334,5857,483887,8000,89323,4008967,19.155844155844157,28.14276096560536,-31.933316069253298,31.818181818181817,8.364598660951811,280.3910158501402,42.857142857142854,48.84879321780399,-12.265708047169008,4.707792207792208,12.070116815628564,-60.99629954122325,0.974025974025974,2.2280802012089396,-56.284070317689874,0.16233766233766234,0.1460974859608473,11.115986199219922,0.3246753246753247,0.19955265284049484,62.70158279220778
LAPD,BAT:SPOUSE/EX SP/DATE/ETC,M,614,83,157,326,40,5,1,2,1958332,1128234,335334,5857,483887,8000,89323,4008967,13.517915309446254,28.14276096560536,-51.966634240445856,25.570032573289904,8.364598660951811,205.69347807035467,53.09446254071661,48.84879321780399,8.691451811270541,6.514657980456026,12.070116815628564,-46.02655400964512,0.8143322475570033,2.2280802012089396,-63.4513942938341,0.16286644951140067,0.1460974859608473,11.477927522344428,0.32573289902280134,0.19955265284049484,63.231555374592844
LAPD,TAKE VEH W/O OWNER CONSNT,M,606,70,161,360,14,1,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,11.55115511551155,28.14276096560536,-58.95514612219894,26.567656765676567,8.364598660951811,217.62022115539756,59.4059405940594,48.84879321780399,21.611889835607315,2.31023102310231,12.070116815628564,-80.85991164467448,0.16501650165016502,2.2280802012089396,-92.59378088990566,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,PROSTITUTION,M,508,56,243,172,34,2,1,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,11.023622047244094,28.14276096560536,-60.82963551189381,47.834645669291334,8.364598660951811,471.87018299630176,33.85826771653544,48.84879321780399,-30.68760661994191,6.692913385826772,12.070116815628564,-44.549721530775166,0.39370078740157477,2.2280802012089396,-82.33004417040483,0.19685039370078738,0.1460974859608473,34.739069879369026,0,0.19955265284049484,-100
LAPD,TRESPASSING,M,393,83,124,165,17,2,0,2,1958332,1128234,335334,5857,483887,8000,89323,4008967,21.119592875318066,28.14276096560536,-24.95550489474238,31.552162849872772,8.364598660951811,277.2107201887249,41.98473282442748,48.84879321780399,-14.051647832468358,4.325699745547073,12.070116815628564,-64.16190653642975,0.5089058524173028,2.2280802012089396,-77.15944640856401,0,0.1460974859608473,-100,0.5089058524173028,0.19955265284049484,155.02334605597963
LAPD,VIO ORD:PREVNT DOMES VIOL,M,339,49,64,211,14,1,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,14.454277286135694,28.14276096560536,-48.63944833344187,18.87905604719764,8.364598660951811,125.70187539696475,62.24188790560472,48.84879321780399,27.41745252146645,4.129793510324483,12.070116815628564,-65.78497479844465,0.2949852507374631,2.2280802012089396,-86.7605640686809,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,DISORD CONDUCT:ALCOHOL,M,297,44,62,172,9,4,5,1,1958332,1128234,335334,5857,483887,8000,89323,4008967,14.814814814814813,28.14276096560536,-47.35834613767739,20.875420875420875,8.364598660951811,149.5687088117322,57.91245791245792,48.84879321780399,18.554531437944476,3.0303030303030303,12.070116815628564,-74.89416981963797,1.3468013468013467,2.2280802012089396,-39.553282414583535,1.6835016835016834,0.1460974859608473,1052.3139309548733,0.33670033670033667,0.19955265284049484,68.72756734006731
LAPD,DUI ANY DRUG,M,296,59,76,144,17,0,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,19.93243243243243,28.14276096560536,-29.17385590989871,25.675675675675674,8.364598660951811,206.95645680571158,48.64864864864865,48.84879321780399,-0.409722648137779,5.743243243243244,12.070116815628564,-52.41766644870572,0,2.2280802012089396,-100,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,PETTY THEFT,M,257,88,68,89,9,1,1,1,1958332,1128234,335334,5857,483887,8000,89323,4008967,34.24124513618677,28.14276096560536,21.66981476350052,26.459143968871597,8.364598660951811,216.32293480367414,34.63035019455253,48.84879321780399,-29.10705073072152,3.501945525291829,12.070116815628564,-70.98664761257771,0.38910505836575876,2.2280802012089396,-82.53630824623667,0.38910505836575876,0.1460974859608473,166.33248053976448,0.38910505836575876,0.19955265284049484,94.98866731517508
LAPD,POSS UNLAW PARAPHERNALIA,M,255,54,104,91,5,1,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,21.176470588235293,28.14276096560536,-24.753400655621203,40.78431372549019,8.364598660951811,387.58243376197237,35.68627450980392,48.84879321780399,-26.945432713786477,1.9607843137254901,12.070116815628564,-83.75505105976573,0.39215686274509803,2.2280802012089396,-82.39933811483462,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,DRIV:SUSP/ETC LIC:DUI:VIO,M,251,11,36,196,8,0,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,4.382470119521913,28.14276096560536,-84.42771793116552,14.342629482071715,8.364598660951811,71.4682325289192,78.08764940239044,48.84879321780399,59.85584138019141,3.187250996015936,12.070116815628564,-73.59386785810527,0,2.2280802012089396,-100,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,ASLT/BATT PEACE OFR/ETC,M,249,60,59,118,11,1,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,24.096385542168676,28.14276096560536,-14.3780328745355,23.694779116465863,8.364598660951811,183.27454880865287,47.389558232931726,48.84879321780399,-2.9872487911132497,4.417670682730924,12.070116815628564,-63.399934315375816,0.4016064257028112,2.2280802012089396,-81.97522578025233,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,ASSAULT & BATTERY,M,231,45,72,98,12,3,1,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,19.480519480519483,28.14276096560536,-30.77964346025759,31.16883116883117,8.364598660951811,272.6279338940148,42.42424242424242,48.84879321780399,-13.151913016389521,5.194805194805195,12.070116815628564,-56.961433976522216,1.2987012987012987,2.2280802012089396,-41.712093756919835,0.4329004329004329,0.1460974859608473,196.30929653125315,0,0.19955265284049484,-100
LAPD,VANDALISM,M,193,29,46,107,10,0,1,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,15.025906735751295,28.14276096560536,-46.60827075881009,23.83419689119171,8.364598660951811,184.9413086901124,55.44041450777202,48.84879321780399,13.49392862291954,5.181347150259067,12.070116815628564,-57.07293285223071,0,2.2280802012089396,-100,0.5181347150259068,0.1460974859608473,254.6499870399973,0,0.19955265284049484,-100
LAPD,VANDALISM:DEFACE PROPERTY,M,193,21,36,129,5,2,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,10.880829015544041,28.14276096560536,-61.33702365293144,18.65284974093264,8.364598660951811,122.9975459313923,66.83937823834198,48.84879321780399,36.82912890052919,2.5906735751295336,12.070116815628564,-78.53646642611535,1.0362694300518136,2.2280802012089396,-53.490478956298716,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,VANDALISM:DAMAGE PROPERTY,M,185,48,47,82,4,2,0,2,1958332,1128234,335334,5857,483887,8000,89323,4008967,25.945945945945947,28.14276096560536,-7.805968370851196,25.405405405405407,8.364598660951811,203.72533620775675,44.32432432432433,48.84879321780399,-9.262191746081083,2.1621621621621623,12.070116815628564,-82.08665089833627,1.0810810810810811,2.2280802012089396,-51.47925642467921,0,0.1460974859608473,-100,1.0810810810810811,0.19955265284049484,441.75229729729733
LAPD,LOCAL ORDINANCE VIOL,M,159,18,29,107,5,0,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,11.320754716981133,28.14276096560536,-59.77383053916857,18.238993710691823,8.364598660951811,118.04983657896624,67.29559748427673,48.84879321780399,37.76307059260044,3.1446540880503147,12.070116815628564,-73.94678000151109,0,2.2280802012089396,-100,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,LOITER:INT:PROSTITUTION,M,156,12,101,39,3,0,1,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,7.6923076923076925,28.14276096560536,-72.66683357148634,64.74358974358975,8.364598660951811,674.0190817023915,25,48.84879321780399,-48.82166302751525,1.9230769230769231,12.070116815628564,-84.06745392400101,0,2.2280802012089396,-100,0.641025641025641,0.1460974859608473,338.76568909435554,0,0.19955265284049484,-100
LAPD,TRESPAS:REFUSE LEAVE PROP,M,145,29,55,53,7,0,0,1,1958332,1128234,335334,5857,483887,8000,89323,4008967,20,28.14276096560536,-28.93376728586447,37.93103448275862,8.364598660951811,353.4710632302163,36.55172413793103,48.84879321780399,-25.17374180574644,4.827586206896552,12.070116815628564,-60.00381536783702,0,2.2280802012089396,-100,0,0.1460974859608473,-100,0.6896551724137931,0.19955265284049484,245.60060344827588
LAPD,REC KNWN STOLN PROP,M,125,21,36,64,2,0,1,1,1958332,1128234,335334,5857,483887,8000,89323,4008967,16.8,28.14276096560536,-40.30436452012615,28.799999999999997,8.364598660951811,244.30821091806968,51.2,48.84879321780399,4.8132341196487705,1.6,12.070116815628564,-86.74412166476884,0,2.2280802012089396,-100,0.8,0.1460974859608473,447.57957998975587,0.8,0.19955265284049484,300.89669999999995
LAPD,UNDER INFLUENCE CNTL SUB,M,124,53,24,40,4,3,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,42.74193548387097,28.14276096560536,51.875416687467066,19.35483870967742,8.364598660951811,131.38992669225118,32.25806451612903,48.84879321780399,-33.96343616453581,3.225806451612903,12.070116815628564,-73.27443884025978,2.4193548387096775,2.2280802012089396,8.584728565738061,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,CRRY LOAD F/ARM PUB PLACE,M,118,7,47,59,4,1,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,5.932203389830509,28.14276096560536,-78.92103266953607,39.83050847457627,8.364598660951811,376.1795525291101,50,48.84879321780399,2.3566739449694967,3.389830508474576,12.070116815628564,-71.9155120016289,0.847457627118644,2.2280802012089396,-61.96467134985447,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,OBSTRUCT/ETC PUB OFCR/ETC,M,115,16,45,52,1,1,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,13.91304347826087,28.14276096560536,-50.56262072060137,39.130434782608695,8.364598660951811,367.8100691821599,45.21739130434783,48.84879321780399,-7.433964432375408,0.8695652173913043,12.070116815628564,-92.79571829607002,0.8695652173913043,2.2280802012089396,-60.97244538506806,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,VANDALISM $400 OR MORE,M,114,22,28,63,1,0,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,19.298245614035086,28.14276096560536,-31.427319310921863,24.561403508771928,8.364598660951811,193.63517012993276,55.26315789473685,48.84879321780399,13.131060676018933,0.8771929824561403,12.070116815628564,-92.73252284252678,0,2.2280802012089396,-100,0,0.1460974859608473,-100,0,0.19955265284049484,-100
LAPD,CONTEMPT:VIOL PROTECT ORD,M,95,10,20,62,1,2,0,0,1958332,1128234,335334,5857,483887,8000,89323,4008967,10.526315789473683,28.14276096560536,-62.596719624139205,21.052631578947366,8.364598660951811,151.68728868279948,65.26315789473685,48.84879321780399,33.60239546501283,1.0526315789473684,12.070116815628564,-91.27902741103213,2.1052631578947367,2.2280802012089396,-5.51223619542794,0,0.1460974859608473,-100,0,0.19955265284049484,-100
